ke0,directional_derivative,is_fml_support,fml_weight
0.29999999999999999,-8.48191406385168989,false,0.00000000000000000
0.31350000000000000,-5.66154030192001301,false,0.00000000000000000
0.32700000000000001,-13.06697914164841734,false,0.00000000000000000
0.34050000000000002,-8.12192256547820080,false,0.00000000000000000
0.35399999999999998,-6.36986451419802790,false,0.00000000000000000
0.36749999999999999,-5.66343774965788782,false,0.00000000000000000
0.38100000000000001,-9.00468183669097755,false,0.00000000000000000
0.39450000000000002,-9.33820673337449136,false,0.00000000000000000
0.40800000000000003,-7.18898732789574524,false,0.00000000000000000
0.42149999999999999,-0.00000000221420748,true,0.17709453931963687
0.43500000000000000,-6.22748996536810751,false,0.00000000000000000
0.44850000000000001,-2.33988444488859670,false,0.00000000000000000
0.46200000000000002,-1.59479899284052351,false,0.00000000000000000
0.47550000000000003,0.00000000462920013,true,0.17805981381076424
0.48899999999999999,-7.22083186715786951,false,0.00000000000000000
0.50249999999999995,-2.33442520440569012,false,0.00000000000000000
0.51600000000000001,-5.06458198634861390,false,0.00000000000000000
0.52950000000000008,-5.78522609329245086,false,0.00000000000000000
0.54299999999999993,-5.39298044010796218,false,0.00000000000000000
0.55649999999999999,-0.47061386939655847,false,0.00000000000000000
0.57000000000000006,-3.26536580353531747,false,0.00000000000000000
0.58350000000000002,-1.73917314394910250,false,0.00000000000000000
0.59699999999999998,-0.36839698657445297,false,0.00000000000000000
0.61050000000000004,-3.35049752622299479,false,0.00000000000000000
0.62400000000000011,-3.24982121729190965,false,0.00000000000000000
0.63749999999999996,-5.29738035096119120,false,0.00000000000000000
0.65100000000000002,-0.00000000306383185,true,0.23354898293561865
0.66450000000000009,-2.49519395824979995,false,0.00000000000000000
0.67800000000000005,-5.47196377730897154,false,0.00000000000000000
0.69150000000000000,-8.89571169492315050,false,0.00000000000000000
0.70500000000000007,-2.74207396382811908,false,0.00000000000000000
0.71850000000000003,-11.16112275381416907,false,0.00000000000000000
0.73199999999999998,-8.21432533788443209,false,0.00000000000000000
0.74550000000000005,-13.60714547211537706,false,0.00000000000000000
0.75900000000000012,-10.29056490714717143,false,0.00000000000000000
0.77249999999999996,-14.83130595522008832,false,0.00000000000000000
0.78600000000000003,-14.64787908113834192,false,0.00000000000000000
0.79950000000000010,-20.35793903760183809,false,0.00000000000000000
0.81299999999999994,-12.63262784064495747,false,0.00000000000000000
0.82650000000000001,-20.71014079962654364,false,0.00000000000000000
0.84000000000000008,-23.25085104799089208,false,0.00000000000000000
0.85349999999999993,-20.58780714183724569,false,0.00000000000000000
0.86699999999999999,-23.44497215697060710,false,0.00000000000000000
0.88050000000000006,-27.33592316954398882,false,0.00000000000000000
0.89400000000000013,-26.86247243723444456,false,0.00000000000000000
0.90749999999999997,-24.65857142821791115,false,0.00000000000000000
0.92100000000000004,-20.55471770425414491,false,0.00000000000000000
0.93450000000000011,-23.65181574484086013,false,0.00000000000000000
0.94800000000000018,-28.39441961405005088,false,0.00000000000000000
0.96150000000000002,-23.11099587953735579,false,0.00000000000000000
0.97500000000000009,-25.42902544860737635,false,0.00000000000000000
0.98850000000000016,-18.97974061724633543,false,0.00000000000000000
1.00200000000000000,-15.64937658493349204,false,0.00000000000000000
1.01550000000000007,-14.74663985313544856,false,0.00000000000000000
1.02900000000000014,-12.57675281961843439,false,0.00000000000000000
1.04249999999999998,-26.09361710973041681,false,0.00000000000000000
1.05600000000000005,-7.60988039169059505,false,0.00000000000000000
1.06950000000000012,-9.03630899500642215,false,0.00000000000000000
1.08300000000000018,-11.11827974684447895,false,0.00000000000000000
1.09650000000000003,-7.88489422939603912,false,0.00000000000000000
1.11000000000000010,-12.88030310764425224,false,0.00000000000000000
1.12350000000000017,-6.62041810243590589,false,0.00000000000000000
1.13700000000000001,-0.00000059560444754,true,0.02799135525085839
1.15050000000000008,0.00000043171660025,true,0.05392974866995184
1.16400000000000015,-7.79659170427093784,false,0.00000000000000000
1.17749999999999999,-5.24738983001547865,false,0.00000000000000000
1.19100000000000006,-4.35199811757630073,false,0.00000000000000000
1.20450000000000013,-2.23157815422780459,false,0.00000000000000000
1.21800000000000019,-0.00000064330595251,true,0.02112778693732999
