sample_index,ke0
0,0.65100000000000002
1,0.47550000000000003
2,1.56900000000000017
3,0.42149999999999999
4,1.56900000000000017
5,1.56900000000000017
6,1.56900000000000017
7,1.56900000000000017
8,0.65100000000000002
9,1.56900000000000017
10,0.65100000000000002
11,1.59600000000000031
12,1.59600000000000031
13,1.38000000000000012
14,0.42149999999999999
15,0.47550000000000003
16,1.56900000000000017
17,0.42149999999999999
18,1.15050000000000008
19,1.13700000000000001
20,1.21800000000000019
21,1.59600000000000031
22,1.56900000000000017
23,1.38000000000000012
24,0.47550000000000003
25,0.47550000000000003
26,0.47550000000000003
27,0.65100000000000002
28,0.65100000000000002
29,0.42149999999999999
30,0.47550000000000003
31,0.47550000000000003
32,0.65100000000000002
33,0.42149999999999999
34,0.42149999999999999
35,0.47550000000000003
36,1.56900000000000017
37,0.65100000000000002
38,0.65100000000000002
39,0.42149999999999999
40,0.65100000000000002
41,1.38000000000000012
42,0.42149999999999999
43,0.47550000000000003
44,0.65100000000000002
45,0.65100000000000002
46,1.21800000000000019
47,1.56900000000000017
48,1.56900000000000017
49,0.42149999999999999
50,0.47550000000000003
51,1.21800000000000019
52,0.42149999999999999
53,1.15050000000000008
54,0.47550000000000003
55,0.42149999999999999
56,1.21800000000000019
57,0.42149999999999999
58,1.56900000000000017
59,0.47550000000000003
60,0.65100000000000002
61,1.13700000000000001
62,1.56900000000000017
63,1.59600000000000031
64,0.65100000000000002
65,0.42149999999999999
66,1.56900000000000017
67,0.65100000000000002
68,0.65100000000000002
69,0.65100000000000002
70,0.42149999999999999
71,1.56900000000000017
72,0.47550000000000003
73,0.47550000000000003
74,0.42149999999999999
75,1.56900000000000017
76,1.56900000000000017
77,0.47550000000000003
78,1.21800000000000019
79,0.65100000000000002
80,1.56900000000000017
81,0.65100000000000002
82,0.42149999999999999
83,1.56900000000000017
84,0.65100000000000002
85,0.65100000000000002
86,0.42149999999999999
87,0.47550000000000003
88,0.42149999999999999
89,1.38000000000000012
90,0.47550000000000003
91,0.47550000000000003
92,1.56900000000000017
93,0.47550000000000003
94,0.42149999999999999
95,1.56900000000000017
96,1.56900000000000017
97,0.42149999999999999
98,0.65100000000000002
99,0.47550000000000003
